x,y,z
4.768371582031250000e-04,-4.755096435546875000e-01,-4.407424852252006531e-02
3.002853505313396454e-02,-5.012321472167968750e-01,-3.653717041015625000e-02
2.649917639791965485e-02,-5.009933710098266602e-01,-2.690582349896430969e-02
1.351776160299777985e-02,-4.982414245605468750e-01,-4.192047193646430969e-02
-9.393311105668544769e-03,-4.881317317485809326e-01,-3.264847025275230408e-02
3.283996507525444031e-02,-4.850212037563323975e-01,1.568679884076118469e-02
4.903411958366632462e-03,-4.688690304756164551e-01,-1.625747792422771454e-02
-6.813736259937286377e-02,-4.638442993164062500e-01,-2.511139027774333954e-02
-1.547576934099197388e-01,-4.800552427768707275e-01,-3.043518029153347015e-02
-2.073997557163238525e-01,-4.649810791015625000e-01,-3.534011915326118469e-02
-2.346176207065582275e-01,-4.795768857002258301e-01,-2.558975294232368469e-02
-2.067413330078125000e-01,-4.832862913608551025e-01,-7.105255033820867538e-03
-2.032722532749176025e-01,-4.895072877407073975e-01,-2.660675160586833954e-02
-1.706100553274154663e-01,-4.947715699672698975e-01,-2.792205847799777985e-02
-1.422546356916427612e-01,-4.739540219306945801e-01,-3.049468994140625000e-02
-9.350128471851348877e-02,-4.762870967388153076e-01,1.120071392506361008e-02
-5.838623270392417908e-02,-4.740135371685028076e-01,-2.098388783633708954e-02
2.691802941262722015e-02,-4.695274531841278076e-01,9.406280703842639923e-03
4.217224195599555969e-02,-4.644424617290496826e-01,-1.374511700123548508e-02
8.243179321289062500e-02,-4.637847840785980225e-01,-4.048461839556694031e-02
8.919143676757812500e-02,-4.823890626430511475e-01,-1.787902861833572388e-01
1.154525801539421082e-01,-4.450607299804687500e-01,-1.107139587402343750e-01
