x,y,z
2.045745961368083954e-02,-4.673736691474914551e-01,7.316589471884071827e-04
8.014678955078125000e-03,-4.818504452705383301e-01,-3.785247728228569031e-02
3.601074218750000000e-02,-4.730567932128906250e-01,-1.452255249023437500e-02
1.926040649414062500e-02,-4.964462220668792725e-01,-1.039505004882812500e-02
4.396667703986167908e-02,-4.625282287597656250e-01,-8.720397949218750000e-03
7.178344577550888062e-02,-4.697067439556121826e-01,-2.128219604492187500e-02
1.464393585920333862e-01,-4.789192378520965576e-01,7.324219041038304567e-05
1.869979947805404663e-01,-4.948310852050781250e-01,-1.398468017578125000e-02
1.993209868669509888e-01,-4.965660274028778076e-01,-3.121261671185493469e-02
1.665389984846115112e-01,-4.878326356410980225e-01,-3.205032274127006531e-02
1.700683683156967163e-01,-4.972244203090667725e-01,-1.876983605325222015e-02
1.342361420392990112e-01,-4.937545955181121826e-01,-1.416397094726562500e-02
9.595108032226562500e-02,-4.977622926235198975e-01,-2.044525183737277985e-02
4.025802761316299438e-02,-5.095474123954772949e-01,-1.183090265840291977e-02
2.398681640625000000e-02,-4.645019471645355225e-01,-1.745376549661159515e-02
-3.948364406824111938e-02,-4.876533448696136475e-01,1.808929489925503731e-03
-4.821700975298881531e-02,-4.794571101665496826e-01,-2.373504638671875000e-02
-6.101837381720542908e-02,-4.850212037563323975e-01,-6.734390556812286377e-02
-5.593414232134819031e-02,-4.974632263183593750e-01,-8.295746147632598877e-02
-5.401992797851562500e-02,-4.695274531841278076e-01,-5.149231106042861938e-02
-2.745971642434597015e-02,-4.742530882358551025e-01,-1.380523741245269775e-01
-6.945343315601348877e-02,-4.441032409667968750e-01,-1.057487502694129944e-01
-5.138778686523437500e-02,-4.293281733989715576e-01,-1.356597989797592163e-01
-7.591400295495986938e-02,-4.278922975063323975e-01,-1.698768585920333862e-01
