x,y,z
-1.078796456567943096e-03,-4.942932128906250000e-01,1.024322491139173508e-02
-4.189300816506147385e-03,-5.053596496582031250e-01,-1.500091608613729477e-02
-5.206299014389514923e-03,-5.084701776504516602e-01,-6.208038423210382462e-03
6.937408354133367538e-03,-4.720397889614105225e-01,-3.635406494140625000e-03
-3.351593157276511192e-03,-4.800560176372528076e-01,8.568572811782360077e-03
1.920089684426784515e-02,-4.581016600131988525e-01,5.098724272102117538e-03
8.697815239429473877e-02,-4.652801454067230225e-01,3.723144473042339087e-04
1.382438689470291138e-01,-5.111023187637329102e-01,-7.853088527917861938e-02
1.929794400930404663e-01,-5.057190060615539551e-01,-5.125274881720542908e-02
1.369880735874176025e-01,-4.810729920864105225e-01,6.175232119858264923e-03
1.859207153320312500e-01,-4.753898680210113525e-01,-6.386566441506147385e-03
2.283340543508529663e-01,-4.968650937080383301e-01,-6.315689533948898315e-02
1.591209471225738525e-01,-4.342926144599914551e-01,-3.593826293945312500e-02
1.921424865722656250e-01,-4.680915772914886475e-01,4.081726074218750000e-03
1.786231994628906250e-01,-4.887298643589019775e-01,-1.984710805118083954e-02
1.786231994628906250e-01,-5.069152712821960449e-01,-8.164139091968536377e-02
9.068679809570312500e-02,-5.473541617393493652e-01,-1.290741004049777985e-02
3.228759858757257462e-03,-4.534950256347656250e-01,4.404220730066299438e-02
-3.888473659753799438e-02,-4.509826600551605225e-01,-1.817169226706027985e-02
-6.777878105640411377e-02,-4.366256892681121826e-01,-1.229179427027702332e-01
-1.679183989763259888e-01,-4.641433656215667725e-01,-1.109535247087478638e-01
-1.061233505606651306e-01,-4.834655821323394775e-01,-1.610832214355468750e-01
-1.280777007341384888e-01,-4.656387269496917725e-01,-1.515121459960937500e-01
-1.685760468244552612e-01,-4.356689453125000000e-01,-1.248916611075401306e-01
-1.034912094473838806e-01,-4.178428649902343750e-01,-1.811233609914779663e-01
-1.699523925781250000e-01,-4.219101071357727051e-01,-1.147224456071853638e-01
