x,y,z
3.355789184570312500e-02,-4.883110225200653076e-01,8.041305840015411377e-02
1.321868877857923508e-02,-4.966262876987457275e-01,-5.023574829101562500e-02
3.158416971564292908e-02,-4.890884459018707275e-01,-4.006652906537055969e-02
1.070632971823215485e-02,-4.689888060092926025e-01,6.485901027917861938e-02
2.751617506146430969e-02,-4.676727354526519775e-01,1.538772601634263992e-02
2.159347571432590485e-02,-4.854995906352996826e-01,1.478958129882812500e-02
1.794509962201118469e-02,-4.839439392089843750e-01,4.529800638556480408e-02
2.631988562643527985e-02,-4.920196533203125000e-01,-4.479217529296875000e-02
3.463516384363174438e-02,-4.918998777866363525e-01,1.694335974752902985e-02
5.132446438074111938e-02,-4.917205870151519775e-01,-4.113769624382257462e-03
4.606094583868980408e-02,-4.880714416503906250e-01,5.128021165728569031e-02
3.648910671472549438e-02,-5.007538199424743652e-01,-1.876983605325222015e-02
3.816452249884605408e-02,-5.003349184989929199e-01,4.864807054400444031e-02
3.750610351562500000e-02,-4.868156611919403076e-01,-2.714462392032146454e-02
3.852310404181480408e-02,-4.828674495220184326e-01,7.000427693128585815e-02
2.859268151223659515e-02,-4.859779477119445801e-01,-1.727447472512722015e-02
2.279052697122097015e-02,-4.986000061035156250e-01,8.269500918686389923e-03
2.524261549115180969e-02,-4.949508607387542725e-01,-5.669403355568647385e-03
1.034698542207479477e-02,-4.905838072299957275e-01,-1.117248553782701492e-02
-7.479095365852117538e-03,-4.874733090400695801e-01,4.769134521484375000e-02
3.654937818646430969e-02,-5.045219659805297852e-01,3.650436550378799438e-02
2.841339074075222015e-02,-4.981811642646789551e-01,-9.557343088090419769e-03
1.991882361471652985e-02,-4.930961728096008301e-01,6.988449394702911377e-02
7.944031059741973877e-02,-4.551101624965667725e-01,8.495941013097763062e-02
1.351776160299777985e-02,-4.859184324741363525e-01,3.746185451745986938e-02
3.487396240234375000e-02,-4.894478023052215576e-01,-6.148223951458930969e-02
4.067688062787055969e-02,-4.859184324741363525e-01,-2.062454260885715485e-02
7.655334658920764923e-03,-5.101456046104431152e-01,3.723144531250000000e-03
3.020858764648437500e-02,-5.070945620536804199e-01,-3.354568406939506531e-02
3.248138353228569031e-02,-4.974037110805511475e-01,-8.122253231704235077e-03
5.186310037970542908e-02,-4.967460632324218750e-01,3.764114528894424438e-02
1.493835472501814365e-03,-4.974640011787414551e-01,-1.123046851716935635e-03
7.535553071647882462e-03,-4.681510925292968750e-01,3.530807420611381531e-02
4.552230983972549438e-02,-4.767654538154602051e-01,1.933593861758708954e-02
4.006195347756147385e-03,-4.972244203090667725e-01,-2.678604237735271454e-02
3.068695031106472015e-02,-5.170845389366149902e-01,-8.594818413257598877e-02
-2.153701893985271454e-02,-4.811325073242187500e-01,-6.070404127240180969e-02
-8.735656738281250000e-03,-4.778419435024261475e-01,3.441086038947105408e-02
2.661895751953125000e-02,-4.865165650844573975e-01,1.028457656502723694e-01
-6.282806396484375000e-03,-4.953094422817230225e-01,6.355285644531250000e-03
4.947052150964736938e-02,-4.945320188999176025e-01,-4.975738748908042908e-02
2.625961415469646454e-02,-5.073341727256774902e-01,3.076171875000000000e-02
4.695739969611167908e-02,-5.053596496582031250e-01,1.514816284179687500e-02
1.961975172162055969e-02,-4.811927974224090576e-01,2.669372595846652985e-02
4.784393589943647385e-03,-4.936950802803039551e-01,4.793014749884605408e-02
5.084609985351562500e-02,-5.013519525527954102e-01,-3.659668192267417908e-02
3.648910671472549438e-02,-4.688690304756164551e-01,-1.990661583840847015e-02
2.960968017578125000e-02,-4.881912171840667725e-01,2.807006798684597015e-02
-1.292266882956027985e-02,-4.878326356410980225e-01,-1.003646850585937500e-02
3.272018581628799438e-02,-5.050010681152343750e-01,5.672378465533256531e-02
3.589096292853355408e-02,-4.893875122070312500e-01,4.218750074505805969e-02
5.688781663775444031e-02,-4.773040711879730225e-01,6.138992309570312500e-02
3.517303615808486938e-02,-4.992584288120269775e-01,-1.207046490162611008e-02
2.087631262838840485e-02,-4.835853576660156250e-01,-5.011596903204917908e-02
2.285003662109375000e-02,-4.335151612758636475e-01,6.755142658948898315e-02
9.031677618622779846e-03,-4.592979550361633301e-01,-8.660125546157360077e-03
5.658874660730361938e-02,-5.012321472167968750e-01,-6.202011182904243469e-02
3.648910671472549438e-02,-5.108634829521179199e-01,1.096115168184041977e-02
1.782455481588840485e-02,-5.084106326103210449e-01,-3.133239969611167908e-02
2.380371151957660913e-04,-4.949508607387542725e-01,-2.062454260885715485e-02
2.554245106875896454e-02,-4.776626527309417725e-01,8.987426757812500000e-03
3.228759858757257462e-03,-4.884903132915496826e-01,3.357315063476562500e-02
3.158416971564292908e-02,-4.671340882778167725e-01,6.378326565027236938e-02
3.248138353228569031e-02,-4.820892512798309326e-01,1.126022357493638992e-02
2.237167395651340485e-02,-4.807136654853820801e-01,4.362335428595542908e-02
3.529281541705131531e-02,-4.847213923931121826e-01,-1.147232111543416977e-02
6.578826811164617538e-03,-4.929168820381164551e-01,-9.019470773637294769e-03
1.214218139648437500e-02,-4.837051331996917725e-01,7.443084567785263062e-02
5.993881449103355408e-02,-4.782012999057769775e-01,1.778106763958930969e-02
