x,y,z
5.174331739544868469e-02,-4.752098023891448975e-01,-1.172943115234375000e-01
4.450530931353569031e-02,-4.844230711460113525e-01,-8.002472110092639923e-03
2.225189283490180969e-02,-4.493675231933593750e-01,-2.373504638671875000e-02
3.092575073242187500e-02,-4.811927974224090576e-01,-5.214996263384819031e-02
4.647903516888618469e-02,-5.048813223838806152e-01,-5.615768581628799438e-02
3.828353807330131531e-02,-4.948310852050781250e-01,-7.183074951171875000e-02
4.289016872644424438e-02,-5.019500851631164551e-01,-6.854095309972763062e-02
2.470474317669868469e-02,-4.812522828578948975e-01,-9.318695217370986938e-02
5.616989359259605408e-02,-4.770050048828125000e-01,-5.777282640337944031e-02
3.672866895794868469e-02,-4.864563047885894775e-01,-8.546981960535049438e-02
2.787475660443305969e-02,-4.761078059673309326e-01,-5.424347147345542908e-02
3.397674486041069031e-02,-4.677329957485198975e-01,-7.117309421300888062e-02
1.698761060833930969e-02,-4.828079342842102051e-01,-8.283767849206924438e-02
4.833374172449111938e-02,-4.854400753974914551e-01,-2.122268639504909515e-02
1.686782948672771454e-02,-4.731163084506988525e-01,-6.058425828814506531e-02
1.495361328125000000e-02,-4.976432919502258301e-01,-4.263839870691299438e-02
3.212280198931694031e-02,-4.955490231513977051e-01,1.419143658131361008e-02
4.085617139935493469e-02,-4.940536618232727051e-01,3.070220910012722015e-02
2.996902540326118469e-02,-4.930366575717926025e-01,1.185836829245090485e-02
5.904159694910049438e-02,-5.195373892784118652e-01,2.244720421731472015e-02
3.780517727136611938e-02,-5.237251520156860352e-01,-6.806183140724897385e-03
3.505401685833930969e-02,-4.759277403354644775e-01,7.073211949318647385e-03
5.539245530962944031e-02,-4.872345030307769775e-01,3.118057362735271454e-02
2.566146850585937500e-02,-4.885505735874176025e-01,2.992401085793972015e-02
4.923095926642417908e-02,-4.942932128906250000e-01,3.058242797851562500e-02
3.942031785845756531e-02,-4.923187196254730225e-01,4.141006618738174438e-02
4.300994798541069031e-02,-5.012321472167968750e-01,3.764114528894424438e-02
5.533294752240180969e-02,-4.870544373989105225e-01,2.190857008099555969e-02
2.637939527630805969e-02,-4.730567932128906250e-01,7.850646972656250000e-03
2.572174184024333954e-02,-4.840034544467926025e-01,1.999435387551784515e-02
4.893188551068305969e-02,-4.779022336006164551e-01,1.736221276223659515e-02
1.100540161132812500e-02,-4.620498716831207275e-01,1.502914447337388992e-02
1.561126764863729477e-02,-4.975235164165496826e-01,9.286499582231044769e-03
7.476043887436389923e-03,-4.427879452705383301e-01,1.688308827579021454e-02
3.295974805951118469e-02,-4.576828181743621826e-01,2.406234852969646454e-02
2.243118360638618469e-02,-4.911827147006988525e-01,8.090210147202014923e-03
3.852310404181480408e-02,-5.268349051475524902e-01,8.509064093232154846e-03
4.863281175494194031e-02,-5.208534598350524902e-01,1.957550086081027985e-02
7.136459648609161377e-02,-5.271347165107727051e-01,3.070220910012722015e-02
6.340866535902023315e-02,-5.057784914970397949e-01,5.002441629767417908e-02
5.126495286822319031e-02,-5.181617736816406250e-01,4.141006618738174438e-02
3.732681274414062500e-02,-4.972244203090667725e-01,4.571685940027236938e-02
2.135467529296875000e-02,-4.968055784702301025e-01,5.385284498333930969e-02
9.809113107621669769e-03,-4.962669312953948975e-01,1.102142315357923508e-02
5.621337797492742538e-03,-4.871742427349090576e-01,-2.792205847799777985e-02
2.159347571432590485e-02,-4.732360839843750000e-01,-1.404418982565402985e-02
3.577117994427680969e-02,-4.762275815010070801e-01,-1.057434082031250000e-02
4.492416605353355408e-02,-5.107437372207641602e-01,-1.476211566478013992e-02
4.958954080939292908e-02,-5.094879269599914551e-01,6.474304478615522385e-03
6.753616780042648315e-02,-5.086502432823181152e-01,2.932586707174777985e-02
6.089630350470542908e-02,-5.037445425987243652e-01,3.602600097656250000e-02
3.002853505313396454e-02,-5.064361691474914551e-01,5.355301126837730408e-02
3.385696560144424438e-02,-4.705444276332855225e-01,5.869751051068305969e-02
4.588089138269424438e-02,-4.366859495639801025e-01,1.132049597799777985e-02
-8.914947509765625000e-03,-4.491882324218750000e-01,3.716278076171875000e-02
3.493423387408256531e-02,-4.627678096294403076e-01,-7.045517116785049438e-02
5.252151563763618469e-02,-5.017105340957641602e-01,-1.147819533944129944e-01
4.677810892462730408e-02,-4.683906733989715576e-01,-1.075439453125000000e-01
2.637939527630805969e-02,-4.782615602016448975e-01,-1.482162531465291977e-02
6.795501708984375000e-02,-4.906440675258636475e-01,-4.891967773437500000e-02
4.169387742877006531e-02,-4.880714416503906250e-01,-1.195068378001451492e-02
3.319931030273437500e-02,-4.835853576660156250e-01,-2.229919470846652985e-02
5.473480373620986938e-02,-4.664764404296875000e-01,3.554764017462730408e-02
4.205245897173881531e-02,-4.619300961494445801e-01,1.227722223848104477e-02
1.788482628762722015e-02,-4.822090268135070801e-01,-5.280838161706924438e-02
1.405639667063951492e-02,-4.939338862895965576e-01,-5.011596903204917908e-02
5.940017849206924438e-02,-4.844222962856292725e-01,2.184829674661159515e-02
2.889251708984375000e-02,-4.847213923931121826e-01,-3.994598612189292908e-02
2.960968017578125000e-02,-4.700653254985809326e-01,2.884750440716743469e-02
3.666916117072105408e-02,-4.905242919921875000e-01,-1.338653545826673508e-02
