x,y,z
-1.106872595846652985e-02,-4.786796569824218750e-01,-1.067657470703125000e-01
1.673126243986189365e-03,-4.919006526470184326e-01,-1.776535063982009888e-01
4.277038574218750000e-02,-5.047020316123962402e-01,-1.573143005371093750e-01
-1.435852050781250000e-02,-4.698860347270965576e-01,-9.671630710363388062e-02
-1.842651329934597015e-02,-4.177230894565582275e-01,-8.116302639245986938e-02
-3.231811570003628731e-03,-5.037445425987243652e-01,-1.412826627492904663e-01
-1.405944861471652985e-02,-5.550705194473266602e-01,-1.239341720938682556e-01
3.864288330078125000e-02,-5.072143673896789551e-01,-1.693977415561676025e-01
3.343811258673667908e-02,-4.564865231513977051e-01,-1.243530288338661194e-01
5.742645263671875000e-02,-4.698860347270965576e-01,-1.484008878469467163e-01
1.054626479744911194e-01,-4.887893795967102051e-01,-6.686554104089736938e-02
5.180358886718750000e-02,-4.471542537212371826e-01,7.252502720803022385e-03
-8.376312442123889923e-03,-4.263366758823394775e-01,3.548812866210937500e-02
6.561279296875000000e-04,-4.624084532260894775e-01,-4.389495775103569031e-02
8.757629245519638062e-02,-5.160080194473266602e-01,-1.253105252981185913e-01
9.625015407800674438e-02,-5.228874087333679199e-01,-1.278228759765625000e-01
7.022781670093536377e-02,-4.802353084087371826e-01,-4.670638963580131531e-02
8.171310275793075562e-02,-4.968055784702301025e-01,-5.059432983398437500e-02
6.855316460132598877e-02,-3.850608766078948975e-01,-1.022193953394889832e-01
7.632980495691299438e-02,-4.047416746616363525e-01,-9.623718261718750000e-02
5.485382303595542908e-02,-4.557685852050781250e-01,-1.344032287597656250e-01
7.028808444738388062e-02,-5.189391970634460449e-01,-1.363174468278884888e-01
4.342804104089736938e-02,-4.368652403354644775e-01,-2.875976637005805969e-02
9.924087673425674438e-02,-4.018104672431945801e-01,-1.165161188691854477e-02
5.114517360925674438e-02,-4.720397889614105225e-01,-6.991653889417648315e-02
4.480438306927680969e-02,-4.515213072299957275e-01,-1.726287901401519775e-01
1.002578735351562500e-01,-4.828674495220184326e-01,-1.693977415561676025e-01
7.603073120117187500e-02,-5.251602530479431152e-01,-1.778327971696853638e-01
4.390716552734375000e-02,-4.920196533203125000e-01,-1.016815230250358582e-01
3.014831617474555969e-02,-3.877525329589843750e-01,-8.361587673425674438e-02
1.333847083151340485e-02,-3.951705992221832275e-01,-1.484008878469467163e-01
4.833374172449111938e-02,-4.436248838901519775e-01,-7.290726155042648315e-02
4.414596781134605408e-02,-4.901054501533508301e-01,-1.478630155324935913e-01
8.493042550981044769e-03,-5.039840936660766602e-01,-1.397873014211654663e-01
2.978973463177680969e-02,-4.454796016216278076e-01,-1.190292388200759888e-01
6.758117582648992538e-03,-4.533157348632812500e-01,-1.225585937500000000e-01
1.208190899342298508e-02,-5.483108758926391602e-01,-1.003654524683952332e-01
-9.822692722082138062e-02,-4.936347901821136475e-01,-1.649719327688217163e-01
-1.114479079842567444e-01,-5.574035644531250000e-01,-1.059883162379264832e-01
-1.174293532967567444e-01,-5.210327506065368652e-01,-1.710731536149978638e-01
-2.722015418112277985e-02,-4.537948668003082275e-01,-3.755340725183486938e-02
-3.978195413947105408e-02,-3.671745359897613525e-01,-6.375503540039062500e-02
-3.714981302618980408e-02,-4.616905152797698975e-01,-1.345222443342208862e-01
1.579132117331027985e-02,-4.478126466274261475e-01,-4.168090969324111938e-02
-7.005157321691513062e-02,-4.671943783760070801e-01,-9.360504150390625000e-02
