x,y,z
-9.752655401825904846e-03,-4.859779477119445801e-01,-3.993988037109375000e-03
2.937087975442409515e-02,-4.798759520053863525e-01,2.131042443215847015e-02
-8.256531320512294769e-03,-4.846618771553039551e-01,-5.011596903204917908e-02
3.570556582417339087e-04,-4.841835200786590576e-01,-2.780303917825222015e-02
-1.334152277559041977e-02,-5.020698904991149902e-01,-2.606811560690402985e-02
-1.317596412263810635e-03,-4.749107360839843750e-01,-3.593826293945312500e-02
-9.693145751953125000e-03,-4.776626527309417725e-01,-1.458206214010715485e-02
1.088562048971652985e-02,-4.846618771553039551e-01,-3.252868726849555969e-02
1.674804650247097015e-02,-4.825683534145355225e-01,-9.736633859574794769e-03
8.823394775390625000e-02,-4.858581721782684326e-01,-2.911910973489284515e-02
2.277954071760177612e-01,-5.038642883300781250e-01,-7.230911403894424438e-02
2.044052183628082275e-01,-5.021896362304687500e-01,-1.434326171875000000e-02
2.539367675781250000e-01,-4.993774592876434326e-01,1.173858623951673508e-02
2.062599211931228638e-01,-4.779617488384246826e-01,-1.392440777271986008e-02
1.988426297903060913e-01,-4.814918637275695801e-01,-4.401397705078125000e-02
1.497299224138259888e-01,-4.852600097656250000e-01,-6.459274142980575562e-02
1.926208585500717163e-01,-4.865760803222656250e-01,3.244018647819757462e-03
1.479949951171875000e-01,-4.720397889614105225e-01,-2.636718750000000000e-02
1.156913787126541138e-01,-4.756889343261718750e-01,-6.285782158374786377e-02
9.654922783374786377e-02,-4.796966612339019775e-01,-7.649689167737960815e-02
4.157409816980361938e-02,-4.723388850688934326e-01,-8.433379977941513062e-02
-1.501617487519979477e-02,-4.622894227504730225e-01,-1.241737380623817444e-01
-3.493652492761611938e-02,-4.481117427349090576e-01,-1.526481658220291138e-01
-6.424941867589950562e-02,-4.634254574775695801e-01,-2.101959288120269775e-01
-1.156349182128906250e-01,-4.552299678325653076e-01,-1.957794278860092163e-01
-6.209564208984375000e-02,-4.554695188999176025e-01,-2.264671325683593750e-01
-7.453765720129013062e-02,-4.584602415561676025e-01,-2.168357819318771362e-01
-7.633285969495773315e-02,-4.392585754394531250e-01,-2.407646179199218750e-01
-7.830657809972763062e-02,-4.342933595180511475e-01,-2.423789948225021362e-01
-7.782822102308273315e-02,-4.418304562568664551e-01,-2.420799285173416138e-01
-9.421920776367187500e-02,-4.485900998115539551e-01,-2.469856292009353638e-01
-7.232437282800674438e-02,-4.379417598247528076e-01,-2.048118561506271362e-01
-8.285369724035263062e-02,-4.594772458076477051e-01,-2.633163630962371826e-01
-7.423859089612960815e-02,-4.223289489746093750e-01,-2.355598509311676025e-01
-3.727035596966743469e-02,-4.506835937500000000e-01,-2.237152159214019775e-01
