6.005859375000000000e-02,-5.011124014854431152e-01,6.534576416015625000e-03
2.949066273868083954e-02,-4.923790097236633301e-01,9.584808722138404846e-03
2.045745961368083954e-02,-5.129570364952087402e-01,3.363342210650444031e-02
2.667846716940402985e-02,-5.106834769248962402e-01,-4.051208670716732740e-04
1.794433593750000000e-02,-4.819099605083465576e-01,1.215744018554687500e-02
2.972946129739284515e-02,-4.745521545410156250e-01,3.424072405323386192e-03
2.937087975442409515e-02,-4.747322201728820801e-01,1.509094261564314365e-03
3.200225904583930969e-02,-4.911827147006988525e-01,1.275558490306138992e-02
1.040725689381361008e-02,-4.950706660747528076e-01,2.280578576028347015e-02
2.362747304141521454e-02,-4.749710261821746826e-01,3.040313720703125000e-02
3.786544874310493469e-02,-4.950706660747528076e-01,2.460022084414958954e-02
1.226119976490736008e-02,-5.028473138809204102e-01,3.381271287798881531e-02
6.398773286491632462e-03,-4.888496398925781250e-01,4.739227518439292908e-02
3.014831617474555969e-02,-4.899856746196746826e-01,4.152908548712730408e-02
1.130447443574666977e-02,-4.991386532783508301e-01,2.872848510742187500e-02
1.238098181784152985e-02,-5.014716982841491699e-01,8.514404180459678173e-04
2.027740515768527985e-02,-4.963867366313934326e-01,1.018371619284152985e-02
8.851624093949794769e-03,-4.777229428291320801e-01,2.585678175091743469e-02
-2.213516272604465485e-02,-4.649215638637542725e-01,1.592636108398437500e-02
2.811431884765625000e-02,-4.749115109443664551e-01,4.649429395794868469e-02
-1.980209350585937500e-02,-4.524787962436676025e-01,2.220764197409152985e-02
2.069702185690402985e-02,-4.900459349155426025e-01,-1.458282489329576492e-02
4.127502441406250000e-02,-4.916610717773437500e-01,1.210022019222378731e-03
4.953002929687500000e-02,-5.025482177734375000e-01,1.700286939740180969e-02
1.101882979273796082e-01,-5.480713248252868652e-01,6.617584079504013062e-02
1.408164948225021362e-01,-5.295875668525695801e-01,4.745178297162055969e-02
6.029739603400230408e-02,-5.029067993164062500e-01,5.361328274011611938e-02
8.901214599609375000e-02,-5.182213187217712402e-01,3.159942850470542908e-02
-1.591415517032146454e-02,-4.523590207099914551e-01,-7.583618164062500000e-03
8.835373073816299438e-02,-4.836448729038238525e-01,1.634521596133708954e-02
1.523613035678863525e-01,-5.448409914970397949e-01,8.514404180459678173e-04
2.518432736396789551e-01,-5.257583856582641602e-01,2.836914174258708954e-02
-6.012115627527236938e-02,-5.376030206680297852e-01,-1.123893782496452332e-01
-3.170509338378906250e-01,-5.842033624649047852e-01,6.258621066808700562e-02
-2.439498901367187500e-01,-4.966858029365539551e-01,4.284591600298881531e-02
-4.755859449505805969e-02,-5.047615170478820801e-01,7.472991943359375000e-02
3.792495653033256531e-02,-4.594772458076477051e-01,-1.883010938763618469e-02
3.882217407226562500e-02,-4.865760803222656250e-01,-1.201019342988729477e-02
2.512359619140625000e-02,-4.637847840785980225e-01,2.190857008099555969e-02
2.913131751120090485e-02,-4.735954403877258301e-01,-2.797699067741632462e-03
4.277038574218750000e-02,-5.034454464912414551e-01,3.488922119140625000e-02
6.705780327320098877e-02,-5.207931399345397949e-01,-1.757354848086833954e-02
4.049758985638618469e-02,-5.169052481651306152e-01,-2.378845354542136192e-03
3.445510938763618469e-02,-4.940536618232727051e-01,9.046936407685279846e-03
5.383758619427680969e-02,-5.416107177734375000e-01,5.517578218132257462e-03
3.481445461511611938e-02,-4.874733090400695801e-01,-1.481628394685685635e-03
3.092575073242187500e-02,-4.949508607387542725e-01,-1.201019342988729477e-02
3.403625637292861938e-02,-4.893875122070312500e-01,7.030334323644638062e-02
2.929687500000000000e-03,-5.128974914550781250e-01,4.320449754595756531e-02
-2.753448439761996269e-03,-4.732963740825653076e-01,1.855850219726562500e-02
2.320861816406250000e-02,-4.991386532783508301e-01,2.059249952435493469e-02
4.229202494025230408e-02,-5.100257992744445801e-01,4.565734788775444031e-02
7.034759968519210815e-02,-5.301856994628906250e-01,2.890701405704021454e-02
1.088562048971652985e-02,-5.151107907295227051e-01,1.652450673282146454e-02
2.404632605612277985e-02,-5.030868649482727051e-01,-4.251861572265625000e-02
2.817382849752902985e-02,-4.719803035259246826e-01,2.274551428854465485e-02
2.249145507812500000e-02,-4.698860347270965576e-01,1.395187433809041977e-02
3.242111206054687500e-02,-4.877128601074218750e-01,1.634521596133708954e-02
4.875259473919868469e-02,-4.868156611919403076e-01,3.453063964843750000e-02
8.792114444077014923e-03,-5.013519525527954102e-01,-6.626892369240522385e-03
8.313751779496669769e-03,-5.310226678848266602e-01,-5.203018337488174438e-02
