x,y,z
-8.376312442123889923e-03,-4.755096435546875000e-01,-7.865066826343536377e-02
2.189331129193305969e-02,-4.779022336006164551e-01,-4.443283006548881531e-02
-2.873230027034878731e-03,-4.971641600131988525e-01,-5.699539184570312500e-02
6.638336461037397385e-03,-4.860382080078125000e-01,-5.328674241900444031e-02
1.914138905704021454e-02,-4.717407226562500000e-01,-3.330612182617187500e-02
3.062667883932590485e-02,-4.658783078193664551e-01,-7.153167575597763062e-02
-1.597366295754909515e-02,-4.543327391147613525e-01,-1.388893127441406250e-01
3.278045728802680969e-02,-4.451210200786590576e-01,-2.125885039567947388e-01
-7.060241885483264923e-03,-4.190383851528167725e-01,-2.457893341779708862e-01
-2.596359327435493469e-02,-4.449409544467926025e-01,-2.742637693881988525e-01
-2.937316894531250000e-02,-4.407539367675781250e-01,-2.877830564975738525e-01
-1.160659827291965485e-02,-4.118598997592926025e-01,-2.593086361885070801e-01
3.228759858757257462e-03,-4.292678833007812500e-01,-3.172149658203125000e-01
-2.159652672708034515e-02,-4.374633729457855225e-01,-3.144630491733551025e-01
2.975463867187500000e-04,-4.388992488384246826e-01,-2.935256958007812500e-01
-1.364059466868638992e-02,-4.281913936138153076e-01,-2.883217036724090576e-01
-5.983734037727117538e-03,-4.347717463970184326e-01,-2.899368405342102051e-01
1.094589289277791977e-02,-4.497268795967102051e-01,-2.352005094289779663e-01
-1.735000684857368469e-02,-4.378227293491363525e-01,-2.101364135742187500e-01
9.449767880141735077e-03,-4.758079648017883301e-01,-1.272842437028884888e-01
-4.887542873620986938e-02,-4.563667476177215576e-01,-1.379325836896896362e-01
1.554107642732560635e-03,-4.514015316963195801e-01,-1.328475922346115112e-01
1.752548292279243469e-02,-4.693481624126434326e-01,-1.137054488062858582e-01
-3.332214429974555969e-02,-4.892082214355468750e-01,-1.303352415561676025e-01
-1.944351196289062500e-02,-4.630668759346008301e-01,-7.254868000745773315e-02
-1.148681621998548508e-02,-4.472740292549133301e-01,-8.965759724378585815e-02
