x,y,z
3.272018581628799438e-02,-4.906440675258636475e-01,-7.835159450769424438e-02
2.051696740090847015e-02,-4.645622372627258301e-01,7.730865385383367538e-03
6.939087063074111938e-02,-4.785003662109375000e-01,-4.551010206341743469e-02
2.793502807617187500e-02,-4.295074641704559326e-01,-1.775283925235271454e-02
3.433532640337944031e-02,-5.067352652549743652e-01,-7.900924980640411377e-02
3.583145141601562500e-02,-4.630668759346008301e-01,1.353378314524888992e-02
2.865219116210937500e-02,-5.064369440078735352e-01,-1.242828438989818096e-03
6.723709404468536377e-02,-5.097862482070922852e-01,1.868438790552318096e-03
2.984924428164958954e-02,-5.184006094932556152e-01,-2.576904371380805969e-02
6.041717529296875000e-02,-5.056587457656860352e-01,-7.643890567123889923e-03
2.458496205508708954e-02,-4.836448729038238525e-01,-6.160125881433486938e-02
-4.899444803595542908e-02,-4.513420164585113525e-01,-5.747375637292861938e-02
8.655929565429687500e-02,-4.523590207099914551e-01,-2.654701173305511475e-01
2.099533192813396454e-02,-4.600158631801605225e-01,-2.535057067871093750e-01
6.514358520507812500e-02,-4.394973814487457275e-01,-3.214622437953948975e-01
2.972946129739284515e-02,-4.670150876045227051e-01,-2.430374175310134888e-01
1.381683349609375000e-02,-4.508636593818664551e-01,-2.843132019042968750e-01
3.481445461511611938e-02,-4.097068905830383301e-01,-2.804847657680511475e-01
2.296981774270534515e-02,-4.086296260356903076e-01,-3.035759031772613525e-01
3.343811258673667908e-02,-4.158683717250823975e-01,-2.920898497104644775e-01
2.871246449649333954e-02,-4.071342647075653076e-01,-3.505348265171051025e-01
1.459426898509263992e-02,-4.296272397041320801e-01,-3.745826780796051025e-01
5.688781663775444031e-02,-4.404540956020355225e-01,-3.363571166992187500e-01
3.517303615808486938e-02,-4.170044064521789551e-01,-3.252906799316406250e-01
-2.482681348919868469e-02,-4.067756831645965576e-01,-3.267265260219573975e-01
