x,y,z
6.697845645248889923e-03,-4.583412110805511475e-01,-1.075431853532791138e-01
-1.736450241878628731e-03,-4.543327391147613525e-01,-1.213027983903884888e-01
2.314910851418972015e-02,-4.868751466274261475e-01,-1.123291030526161194e-01
1.824417151510715485e-02,-4.910034239292144775e-01,-1.321899443864822388e-01
-5.923462100327014923e-03,-4.683906733989715576e-01,-1.461280882358551025e-01
9.868621826171875000e-03,-4.716209471225738525e-01,-1.387100219726562500e-01
-4.917449876666069031e-02,-4.472137391567230225e-01,-7.559967041015625000e-02
-5.551528930664062500e-02,-4.747917354106903076e-01,-9.079437702894210815e-02
-8.165664970874786377e-02,-4.185600280761718750e-01,-3.743362426757812500e-02
-5.485687404870986938e-02,-4.685699641704559326e-01,-1.076034530997276306e-01
-8.111877739429473877e-02,-4.554695188999176025e-01,-5.095291137695312500e-02
-3.942337259650230408e-02,-4.675529599189758301e-01,-1.312927305698394775e-01
-7.340164482593536377e-02,-4.780220091342926025e-01,-9.552001953125000000e-02
-4.929351806640625000e-02,-4.928573668003082275e-01,-7.631760090589523315e-02
-4.767913743853569031e-02,-4.794578552246093750e-01,-1.054496765136718750e-01
-3.709030151367187500e-02,-4.572639465332031250e-01,-6.537017971277236938e-02
-6.059951707720756531e-02,-4.458381831645965576e-01,-4.903869703412055969e-02
-3.050994873046875000e-02,-4.606742858886718750e-01,-1.260284483432769775e-01
-6.777801364660263062e-02,-4.478126466274261475e-01,-8.696518093347549438e-02
-3.308258205652236938e-02,-4.701851010322570801e-01,-1.050910949707031250e-01
-4.468765482306480408e-02,-4.894478023052215576e-01,-8.558960258960723877e-02
-5.982208251953125000e-02,-4.765861630439758301e-01,-1.130470260977745056e-01
-4.444885253906250000e-02,-4.461372494697570801e-01,-8.445282280445098877e-02
-4.103851318359375000e-02,-4.579223692417144775e-01,-1.004249602556228638e-01
-6.173629686236381531e-02,-4.566658139228820801e-01,-1.532470732927322388e-01
-5.102844163775444031e-02,-4.718010127544403076e-01,-5.789260938763618469e-02
-3.661194071173667908e-02,-4.819702208042144775e-01,-1.721496582031250000e-01
-4.959259182214736938e-02,-4.728172421455383301e-01,-2.876052819192409515e-02
1.433563302271068096e-03,-4.488296508789062500e-01,-1.505546569824218750e-01
-1.836700551211833954e-02,-4.713813960552215576e-01,-1.071250960230827332e-01
4.247131571173667908e-02,-4.988990724086761475e-01,-1.516319364309310913e-01
3.505325317382812500e-02,-4.814910888671875000e-01,-7.912903279066085815e-02
3.714752197265625000e-02,-4.828674495220184326e-01,-1.413421630859375000e-01
3.565139696002006531e-02,-4.749710261821746826e-01,-9.749374538660049438e-02
4.133453592658042908e-02,-4.594772458076477051e-01,-1.198066696524620056e-01
2.913131751120090485e-02,-4.926780760288238525e-01,-6.686554104089736938e-02
1.095901504158973694e-01,-4.941734373569488525e-01,-2.381317168474197388e-01
4.324875026941299438e-02,-4.344123899936676025e-01,-1.522293090820312500e-01
